,context,task,construct,hits,task_hits,construct_hits
1840,notEF,Reverse Categorization,Emotional Regulation,0,2,1711
1841,notEF,Tower of London,Emotional Regulation,0,314,1711
1842,notEF,Visuospatial Span,Emotional Regulation,0,25,1711
1843,notEF,Picture Symbol,Emotional Regulation,0,1,1711
1844,notEF,Counting Span,Emotional Regulation,0,19,1711
1845,notEF,Sentence Repetition,Emotional Regulation,0,241,1711
1846,notEF,SR Compatibility,Emotional Regulation,0,6,1711
1847,notEF,Simon Says,Emotional Regulation,0,10,1711
1848,notEF,Reversal Learning,Emotional Regulation,1,1796,1711
1849,notEF,Odd One Out,Emotional Regulation,0,94,1711
1850,notEF,Plus Minus Task,Emotional Regulation,0,0,1711
1851,notEF,Spatial Span,Emotional Regulation,0,275,1711
1852,notEF,Pychomotor Vigilance,Emotional Regulation,0,0,1711
1853,notEF,Toy Sort,Emotional Regulation,0,0,1711
1854,notEF,Simon,Emotional Regulation,0,3086,1711
1855,notEF,Semantic Fluency,Emotional Regulation,0,598,1711
1856,notEF,Oddity Switching,Emotional Regulation,0,0,1711
1857,notEF,Spin the Pots,Emotional Regulation,0,0,1711
1858,notEF,Object Substitution,Emotional Regulation,0,129,1711
1859,notEF,Number Letter,Emotional Regulation,0,20,1711
1860,notEF,N-back,Emotional Regulation,1,1529,1711
1861,notEF,MOT,Emotional Regulation,0,1020,1711
1862,notEF,Arithmatic Span,Emotional Regulation,0,0,1711
1863,notEF,Sentence Completion,Emotional Regulation,0,506,1711
1864,notEF,Automated Operation Span,Emotional Regulation,0,17,1711
1865,notEF,Self Control Schedule,Emotional Regulation,0,47,1711
1866,notEF,Stroop,Emotional Regulation,12,5853,1711
1867,notEF,STOP,Emotional Regulation,9,56378,1711
1868,notEF,Verbal Span,Emotional Regulation,0,73,1711
1869,notEF,OOO,Emotional Regulation,0,154,1711
1870,notEF,Backward Span,Emotional Regulation,0,41,1711
1871,notEF,OSpan,Emotional Regulation,0,32,1711
1872,notEF,Adaptive N-back,Emotional Regulation,0,0,1711
1873,notEF,Spatial Conflict Arrows,Emotional Regulation,0,0,1711
1874,notEF,Corsi Block Span,Emotional Regulation,0,0,1711
1875,notEF,Analogy Making,Executive Control,0,15,2168
1876,notEF,Animal Shifting,Executive Control,0,0,2168
1877,notEF,Anti Saccade,Executive Control,9,174,2168
1878,notEF,Attentional Blink,Executive Control,2,783,2168
1879,notEF,Attentional Network,Executive Control,30,314,2168
1880,notEF,Auditory Attention,Executive Control,6,811,2168
1881,notEF,Backward Color Recall,Executive Control,0,0,2168
1882,notEF,Balance Beam,Executive Control,0,345,2168
1883,notEF,BART,Executive Control,0,713,2168
1884,notEF,Balloon Analouge Risk Taking,Executive Control,0,0,2168
1885,notEF,Bear Alligator,Executive Control,0,0,2168
1886,notEF,Block Design Subtest,Executive Control,0,64,2168
1887,notEF,Box Crossing Dual,Executive Control,0,0,2168
1888,notEF,Category Fluency,Executive Control,11,513,2168
1889,notEF,Category Switch,Executive Control,0,3,2168
1890,notEF,Cognitive Flexibility,Executive Control,33,2008,2168
1891,notEF,Color Shape,Executive Control,2,78,2168
1892,notEF,Contingency Naming,Executive Control,0,0,2168
1893,notEF,CPT,Executive Control,12,12420,2168
1894,notEF,Continious Performance Task,Executive Control,0,0,2168
1895,notEF,AX-CPT,Executive Control,6,99,2168
1896,notEF,Controlled Attention,Executive Control,7,142,2168
1897,notEF,Counting Recall,Executive Control,0,0,2168
1898,notEF,Cued Unpredictable Switch,Executive Control,0,0,2168
1899,notEF,D2 Target Detection,Executive Control,0,0,2168
1900,notEF,Degraded Vigilance,Executive Control,0,0,2168
1901,notEF,Delay Choice,Executive Control,0,13,2168
1902,notEF,Delay Discounting Task,Executive Control,1,368,2168
1903,notEF,Delayed Alternation,Executive Control,3,441,2168
1904,notEF,Digit Shifting,Executive Control,0,0,2168
1905,notEF,Dimension Switching,Executive Control,0,1,2168
1906,notEF,DCCS,Executive Control,1,263,2168
1907,notEF,Dimensional Change Card Sort,Executive Control,0,27,2168
1908,notEF,Dragon,Executive Control,0,1284,2168
1909,notEF,Expressive Attention,Executive Control,0,0,2168
1910,notEF,Flanker,Executive Control,66,1512,2168
1911,notEF,Flexibility,Executive Control,69,68715,2168
1912,notEF,Flexible Item Selection,Executive Control,0,4,2168
1913,notEF,Gift Delay,Executive Control,0,1,2168
1914,notEF,Gift Wrap,Executive Control,0,4,2168
1915,notEF,Go/NoGo,Executive Control,22,841,2168
1916,notEF,TMT,Executive Control,9,2747,2168
1917,notEF,Trail Making Task,Executive Control,0,35,2168
1918,notEF,Grass Snow,Executive Control,0,1,2168
1919,notEF,Hayling Test,Executive Control,0,28,2168
1920,notEF,Head-Toes-Knees-Shoulders,Executive Control,0,6,2168
1921,notEF,Incompatibility Test,Executive Control,0,13,2168
1922,notEF,IGT,Executive Control,4,4718,2168
1923,notEF,Iowa Gambling Task,Executive Control,8,880,2168
1924,notEF,Keep Track,Executive Control,1,737,2168
1925,notEF,Knock and Tap,Executive Control,0,0,2168
1926,notEF,Letter Fluency,Executive Control,6,334,2168
1927,notEF,Letter Memory,Executive Control,1,36,2168
1928,notEF,Letter Monitoring,Executive Control,0,19,2168
1929,notEF,LNS,Executive Control,0,4255,2168
1930,notEF,Letter Number Sequencing,Executive Control,1,151,2168
1931,notEF,Lexical Fluency,Executive Control,0,22,2168
1932,notEF,Listening Recall,Executive Control,0,0,2168
1933,notEF,Local Global,Executive Control,1,227,2168
1934,notEF,Luria Hand Game,Executive Control,0,0,2168
1935,notEF,MONITOR,Executive Control,26,146955,2168
1936,notEF,Matrix Monitoring,Executive Control,0,0,2168
1937,notEF,Mental Counters,Executive Control,0,0,2168
1938,notEF,Mister X,Executive Control,0,0,2168
1939,notEF,MCST,Executive Control,2,56,2168
1940,notEF,Modified Card Sorting Test,Executive Control,2,40,2168
1941,notEF,More Less Odd Even,Executive Control,0,0,2168
1942,notEF,Wisconsin Card Sort,Executive Control,0,104,2168
1943,notEF,Stop Signal,Executive Control,53,1684,2168
1944,notEF,Complex Span,Executive Control,2,160,2168
1945,notEF,Pick the Picture,Executive Control,0,0,2168
1946,notEF,Digit Span,Executive Control,8,2660,2168
1947,notEF,Random Letter Generation,Executive Control,1,17,2168
1948,notEF,Snack Delay,Executive Control,0,12,2168
1949,notEF,Visual Matrix Span,Executive Control,0,0,2168
1950,notEF,Multiple Object Tracking,Executive Control,1,281,2168
1951,notEF,Block Span,Executive Control,0,19,2168
1952,notEF,Pictorial Updating,Executive Control,0,0,2168
1953,notEF,Nebraska Barnyard,Executive Control,0,0,2168
1954,notEF,Random Number Generation,Executive Control,5,220,2168
1955,notEF,Nine Boxes,Executive Control,0,3,2168
1956,notEF,Shape School,Executive Control,2,9,2168
1957,notEF,Tower of Hanoi,Executive Control,2,147,2168
1958,notEF,Verbal Fluency,Executive Control,47,4220,2168
1959,notEF,Pencil Tapping,Executive Control,0,4,2168
1960,notEF,WCST,Executive Control,11,915,2168
1961,notEF,Sorting,Executive Control,34,39345,2168
1962,notEF,Somethings the Same Game,Executive Control,0,0,2168
1963,notEF,Running Span,Executive Control,1,14,2168
1964,notEF,Serial Substraction of Sevens,Executive Control,0,0,2168
1965,notEF,Reverse Categorization,Executive Control,1,2,2168
1966,notEF,Tower of London,Executive Control,3,314,2168
1967,notEF,Visuospatial Span,Executive Control,0,25,2168
1968,notEF,Picture Symbol,Executive Control,0,1,2168
1969,notEF,Counting Span,Executive Control,0,19,2168
1970,notEF,Sentence Repetition,Executive Control,0,241,2168
1971,notEF,SR Compatibility,Executive Control,0,6,2168
1972,notEF,Simon Says,Executive Control,0,10,2168
1973,notEF,Reversal Learning,Executive Control,11,1796,2168
1974,notEF,Odd One Out,Executive Control,0,94,2168
1975,notEF,Plus Minus Task,Executive Control,0,0,2168
1976,notEF,Spatial Span,Executive Control,3,275,2168
1977,notEF,Pychomotor Vigilance,Executive Control,0,0,2168
1978,notEF,Toy Sort,Executive Control,0,0,2168
1979,notEF,Simon,Executive Control,25,3086,2168
1980,notEF,Semantic Fluency,Executive Control,8,598,2168
1981,notEF,Oddity Switching,Executive Control,0,0,2168
1982,notEF,Spin the Pots,Executive Control,0,0,2168
1983,notEF,Object Substitution,Executive Control,0,129,2168
1984,notEF,Number Letter,Executive Control,2,20,2168
1985,notEF,N-back,Executive Control,23,1529,2168
1986,notEF,MOT,Executive Control,0,1020,2168
1987,notEF,Arithmatic Span,Executive Control,0,0,2168
1988,notEF,Sentence Completion,Executive Control,2,506,2168
1989,notEF,Automated Operation Span,Executive Control,0,17,2168
1990,notEF,Self Control Schedule,Executive Control,0,47,2168
1991,notEF,Stroop,Executive Control,112,5853,2168
1992,notEF,STOP,Executive Control,65,56378,2168
1993,notEF,Verbal Span,Executive Control,0,73,2168
1994,notEF,OOO,Executive Control,0,154,2168
1995,notEF,Backward Span,Executive Control,0,41,2168
1996,notEF,OSpan,Executive Control,1,32,2168
1997,notEF,Adaptive N-back,Executive Control,0,0,2168
1998,notEF,Spatial Conflict Arrows,Executive Control,0,0,2168
1999,notEF,Corsi Block Span,Executive Control,0,0,2168
2000,notEF,Analogy Making,Feedback Learning,0,15,129
2001,notEF,Animal Shifting,Feedback Learning,0,0,129
2002,notEF,Anti Saccade,Feedback Learning,0,174,129
2003,notEF,Attentional Blink,Feedback Learning,0,783,129
2004,notEF,Attentional Network,Feedback Learning,0,314,129
2005,notEF,Auditory Attention,Feedback Learning,0,811,129
2006,notEF,Backward Color Recall,Feedback Learning,0,0,129
2007,notEF,Balance Beam,Feedback Learning,0,345,129
2008,notEF,BART,Feedback Learning,1,713,129
2009,notEF,Balloon Analouge Risk Taking,Feedback Learning,0,0,129
2010,notEF,Bear Alligator,Feedback Learning,0,0,129
2011,notEF,Block Design Subtest,Feedback Learning,0,64,129
2012,notEF,Box Crossing Dual,Feedback Learning,0,0,129
2013,notEF,Category Fluency,Feedback Learning,0,513,129
2014,notEF,Category Switch,Feedback Learning,0,3,129
2015,notEF,Cognitive Flexibility,Feedback Learning,4,2008,129
2016,notEF,Color Shape,Feedback Learning,0,78,129
2017,notEF,Contingency Naming,Feedback Learning,0,0,129
2018,notEF,CPT,Feedback Learning,0,12420,129
2019,notEF,Continious Performance Task,Feedback Learning,0,0,129
2020,notEF,AX-CPT,Feedback Learning,0,99,129
2021,notEF,Controlled Attention,Feedback Learning,0,142,129
2022,notEF,Counting Recall,Feedback Learning,0,0,129
2023,notEF,Cued Unpredictable Switch,Feedback Learning,0,0,129
2024,notEF,D2 Target Detection,Feedback Learning,0,0,129
2025,notEF,Degraded Vigilance,Feedback Learning,0,0,129
2026,notEF,Delay Choice,Feedback Learning,0,13,129
2027,notEF,Delay Discounting Task,Feedback Learning,0,368,129
2028,notEF,Delayed Alternation,Feedback Learning,0,441,129
2029,notEF,Digit Shifting,Feedback Learning,0,0,129
2030,notEF,Dimension Switching,Feedback Learning,0,1,129
2031,notEF,DCCS,Feedback Learning,0,263,129
2032,notEF,Dimensional Change Card Sort,Feedback Learning,0,27,129
2033,notEF,Dragon,Feedback Learning,0,1284,129
2034,notEF,Expressive Attention,Feedback Learning,0,0,129
2035,notEF,Flanker,Feedback Learning,0,1512,129
2036,notEF,Flexibility,Feedback Learning,5,68715,129
2037,notEF,Flexible Item Selection,Feedback Learning,0,4,129
2038,notEF,Gift Delay,Feedback Learning,0,1,129
2039,notEF,Gift Wrap,Feedback Learning,0,4,129
2040,notEF,Go/NoGo,Feedback Learning,0,841,129
2041,notEF,TMT,Feedback Learning,0,2747,129
2042,notEF,Trail Making Task,Feedback Learning,0,35,129
2043,notEF,Grass Snow,Feedback Learning,0,1,129
2044,notEF,Hayling Test,Feedback Learning,0,28,129
2045,notEF,Head-Toes-Knees-Shoulders,Feedback Learning,0,6,129
2046,notEF,Incompatibility Test,Feedback Learning,0,13,129
2047,notEF,IGT,Feedback Learning,3,4718,129
2048,notEF,Iowa Gambling Task,Feedback Learning,3,880,129
2049,notEF,Keep Track,Feedback Learning,0,737,129
2050,notEF,Knock and Tap,Feedback Learning,0,0,129
2051,notEF,Letter Fluency,Feedback Learning,0,334,129
2052,notEF,Letter Memory,Feedback Learning,0,36,129
2053,notEF,Letter Monitoring,Feedback Learning,0,19,129
2054,notEF,LNS,Feedback Learning,0,4255,129
2055,notEF,Letter Number Sequencing,Feedback Learning,0,151,129
2056,notEF,Lexical Fluency,Feedback Learning,0,22,129
2057,notEF,Listening Recall,Feedback Learning,0,0,129
2058,notEF,Local Global,Feedback Learning,0,227,129
2059,notEF,Luria Hand Game,Feedback Learning,0,0,129
2060,notEF,MONITOR,Feedback Learning,3,146955,129
2061,notEF,Matrix Monitoring,Feedback Learning,0,0,129
2062,notEF,Mental Counters,Feedback Learning,0,0,129
2063,notEF,Mister X,Feedback Learning,0,0,129
2064,notEF,MCST,Feedback Learning,0,56,129
2065,notEF,Modified Card Sorting Test,Feedback Learning,0,40,129
2066,notEF,More Less Odd Even,Feedback Learning,0,0,129
2067,notEF,Wisconsin Card Sort,Feedback Learning,0,104,129
2068,notEF,Stop Signal,Feedback Learning,0,1684,129
2069,notEF,Complex Span,Feedback Learning,0,160,129
2070,notEF,Pick the Picture,Feedback Learning,0,0,129
2071,notEF,Digit Span,Feedback Learning,0,2660,129
2072,notEF,Random Letter Generation,Feedback Learning,0,17,129
2073,notEF,Snack Delay,Feedback Learning,0,12,129
2074,notEF,Visual Matrix Span,Feedback Learning,0,0,129
2075,notEF,Multiple Object Tracking,Feedback Learning,0,281,129
2076,notEF,Block Span,Feedback Learning,0,19,129
2077,notEF,Pictorial Updating,Feedback Learning,0,0,129
2078,notEF,Nebraska Barnyard,Feedback Learning,0,0,129
2079,notEF,Random Number Generation,Feedback Learning,0,220,129
2080,notEF,Nine Boxes,Feedback Learning,0,3,129
2081,notEF,Shape School,Feedback Learning,0,9,129
2082,notEF,Tower of Hanoi,Feedback Learning,0,147,129
2083,notEF,Verbal Fluency,Feedback Learning,0,4220,129
2084,notEF,Pencil Tapping,Feedback Learning,0,4,129
2085,notEF,WCST,Feedback Learning,1,915,129
2086,notEF,Sorting,Feedback Learning,2,39345,129
2087,notEF,Somethings the Same Game,Feedback Learning,0,0,129
2088,notEF,Running Span,Feedback Learning,0,14,129
2089,notEF,Serial Substraction of Sevens,Feedback Learning,0,0,129
2090,notEF,Reverse Categorization,Feedback Learning,0,2,129
2091,notEF,Tower of London,Feedback Learning,0,314,129
2092,notEF,Visuospatial Span,Feedback Learning,0,25,129
2093,notEF,Picture Symbol,Feedback Learning,0,1,129
2094,notEF,Counting Span,Feedback Learning,0,19,129
2095,notEF,Sentence Repetition,Feedback Learning,0,241,129
2096,notEF,SR Compatibility,Feedback Learning,0,6,129
2097,notEF,Simon Says,Feedback Learning,0,10,129
2098,notEF,Reversal Learning,Feedback Learning,9,1796,129
2099,notEF,Odd One Out,Feedback Learning,0,94,129
2100,notEF,Plus Minus Task,Feedback Learning,0,0,129
2101,notEF,Spatial Span,Feedback Learning,0,275,129
2102,notEF,Pychomotor Vigilance,Feedback Learning,0,0,129
2103,notEF,Toy Sort,Feedback Learning,0,0,129
2104,notEF,Simon,Feedback Learning,0,3086,129
2105,notEF,Semantic Fluency,Feedback Learning,0,598,129
2106,notEF,Oddity Switching,Feedback Learning,0,0,129
2107,notEF,Spin the Pots,Feedback Learning,0,0,129
2108,notEF,Object Substitution,Feedback Learning,0,129,129
2109,notEF,Number Letter,Feedback Learning,0,20,129
2110,notEF,N-back,Feedback Learning,0,1529,129
2111,notEF,MOT,Feedback Learning,0,1020,129
2112,notEF,Arithmatic Span,Feedback Learning,0,0,129
2113,notEF,Sentence Completion,Feedback Learning,0,506,129
2114,notEF,Automated Operation Span,Feedback Learning,0,17,129
2115,notEF,Self Control Schedule,Feedback Learning,0,47,129
2116,notEF,Stroop,Feedback Learning,0,5853,129
2117,notEF,STOP,Feedback Learning,0,56378,129
2118,notEF,Verbal Span,Feedback Learning,0,73,129
2119,notEF,OOO,Feedback Learning,0,154,129
2120,notEF,Backward Span,Feedback Learning,0,41,129
2121,notEF,OSpan,Feedback Learning,0,32,129
2122,notEF,Adaptive N-back,Feedback Learning,0,0,129
2123,notEF,Spatial Conflict Arrows,Feedback Learning,0,0,129
2124,notEF,Corsi Block Span,Feedback Learning,0,0,129
2125,notEF,Analogy Making,Fluency,0,15,9901
2126,notEF,Animal Shifting,Fluency,0,0,9901
2127,notEF,Anti Saccade,Fluency,2,174,9901
2128,notEF,Attentional Blink,Fluency,2,783,9901
2129,notEF,Attentional Network,Fluency,2,314,9901
2130,notEF,Auditory Attention,Fluency,17,811,9901
2131,notEF,Backward Color Recall,Fluency,0,0,9901
2132,notEF,Balance Beam,Fluency,1,345,9901
2133,notEF,BART,Fluency,0,713,9901
2134,notEF,Balloon Analouge Risk Taking,Fluency,0,0,9901
2135,notEF,Bear Alligator,Fluency,0,0,9901
2136,notEF,Block Design Subtest,Fluency,5,64,9901
2137,notEF,Box Crossing Dual,Fluency,0,0,9901
2138,notEF,Category Fluency,Fluency,513,513,9901
2139,notEF,Category Switch,Fluency,0,3,9901
2140,notEF,Cognitive Flexibility,Fluency,150,2008,9901
2141,notEF,Color Shape,Fluency,3,78,9901
2142,notEF,Contingency Naming,Fluency,0,0,9901
2143,notEF,CPT,Fluency,15,12420,9901
2144,notEF,Continious Performance Task,Fluency,0,0,9901
2145,notEF,AX-CPT,Fluency,0,99,9901
2146,notEF,Controlled Attention,Fluency,3,142,9901
2147,notEF,Counting Recall,Fluency,0,0,9901
2148,notEF,Cued Unpredictable Switch,Fluency,0,0,9901
2149,notEF,D2 Target Detection,Fluency,0,0,9901
2150,notEF,Degraded Vigilance,Fluency,0,0,9901
2151,notEF,Delay Choice,Fluency,0,13,9901
2152,notEF,Delay Discounting Task,Fluency,0,368,9901
2153,notEF,Delayed Alternation,Fluency,0,441,9901
2154,notEF,Digit Shifting,Fluency,0,0,9901
2155,notEF,Dimension Switching,Fluency,0,1,9901
2156,notEF,DCCS,Fluency,0,263,9901
2157,notEF,Dimensional Change Card Sort,Fluency,0,27,9901
2158,notEF,Dragon,Fluency,0,1284,9901
2159,notEF,Expressive Attention,Fluency,0,0,9901
2160,notEF,Flanker,Fluency,6,1512,9901
2161,notEF,Flexibility,Fluency,327,68715,9901
2162,notEF,Flexible Item Selection,Fluency,0,4,9901
2163,notEF,Gift Delay,Fluency,0,1,9901
2164,notEF,Gift Wrap,Fluency,0,4,9901
2165,notEF,Go/NoGo,Fluency,2,841,9901
2166,notEF,TMT,Fluency,135,2747,9901
2167,notEF,Trail Making Task,Fluency,4,35,9901
2168,notEF,Grass Snow,Fluency,0,1,9901
2169,notEF,Hayling Test,Fluency,5,28,9901
2170,notEF,Head-Toes-Knees-Shoulders,Fluency,0,6,9901
2171,notEF,Incompatibility Test,Fluency,0,13,9901
2172,notEF,IGT,Fluency,5,4718,9901
2173,notEF,Iowa Gambling Task,Fluency,13,880,9901
2174,notEF,Keep Track,Fluency,0,737,9901
2175,notEF,Knock and Tap,Fluency,0,0,9901
2176,notEF,Letter Fluency,Fluency,334,334,9901
2177,notEF,Letter Memory,Fluency,1,36,9901
2178,notEF,Letter Monitoring,Fluency,0,19,9901
2179,notEF,LNS,Fluency,5,4255,9901
2180,notEF,Letter Number Sequencing,Fluency,15,151,9901
2181,notEF,Lexical Fluency,Fluency,22,22,9901
2182,notEF,Listening Recall,Fluency,0,0,9901
2183,notEF,Local Global,Fluency,1,227,9901
2184,notEF,Luria Hand Game,Fluency,0,0,9901
2185,notEF,MONITOR,Fluency,67,146955,9901
2186,notEF,Matrix Monitoring,Fluency,0,0,9901
2187,notEF,Mental Counters,Fluency,0,0,9901
2188,notEF,Mister X,Fluency,0,0,9901
2189,notEF,MCST,Fluency,4,56,9901
2190,notEF,Modified Card Sorting Test,Fluency,12,40,9901
2191,notEF,More Less Odd Even,Fluency,0,0,9901
2192,notEF,Wisconsin Card Sort,Fluency,12,104,9901
2193,notEF,Stop Signal,Fluency,5,1684,9901
2194,notEF,Complex Span,Fluency,0,160,9901
2195,notEF,Pick the Picture,Fluency,0,0,9901
2196,notEF,Digit Span,Fluency,421,2660,9901
2197,notEF,Random Letter Generation,Fluency,3,17,9901
2198,notEF,Snack Delay,Fluency,0,12,9901
2199,notEF,Visual Matrix Span,Fluency,0,0,9901
2200,notEF,Multiple Object Tracking,Fluency,0,281,9901
2201,notEF,Block Span,Fluency,3,19,9901
2202,notEF,Pictorial Updating,Fluency,0,0,9901
2203,notEF,Nebraska Barnyard,Fluency,0,0,9901
2204,notEF,Random Number Generation,Fluency,5,220,9901
2205,notEF,Nine Boxes,Fluency,0,3,9901
2206,notEF,Shape School,Fluency,0,9,9901
2207,notEF,Tower of Hanoi,Fluency,9,147,9901
2208,notEF,Verbal Fluency,Fluency,4222,4220,9901
2209,notEF,Pencil Tapping,Fluency,0,4,9901
2210,notEF,WCST,Fluency,87,915,9901
2211,notEF,Sorting,Fluency,248,39345,9901
2212,notEF,Somethings the Same Game,Fluency,0,0,9901
2213,notEF,Running Span,Fluency,0,14,9901
2214,notEF,Serial Substraction of Sevens,Fluency,0,0,9901
2215,notEF,Reverse Categorization,Fluency,0,2,9901
2216,notEF,Tower of London,Fluency,31,314,9901
2217,notEF,Visuospatial Span,Fluency,2,25,9901
2218,notEF,Picture Symbol,Fluency,0,1,9901
2219,notEF,Counting Span,Fluency,1,19,9901
2220,notEF,Sentence Repetition,Fluency,25,241,9901
2221,notEF,SR Compatibility,Fluency,0,6,9901
2222,notEF,Simon Says,Fluency,0,10,9901
2223,notEF,Reversal Learning,Fluency,4,1796,9901
2224,notEF,Odd One Out,Fluency,0,94,9901
2225,notEF,Plus Minus Task,Fluency,0,0,9901
2226,notEF,Spatial Span,Fluency,29,275,9901
2227,notEF,Pychomotor Vigilance,Fluency,0,0,9901
2228,notEF,Toy Sort,Fluency,0,0,9901
2229,notEF,Simon,Fluency,6,3086,9901
2230,notEF,Semantic Fluency,Fluency,599,598,9901
2231,notEF,Oddity Switching,Fluency,0,0,9901
2232,notEF,Spin the Pots,Fluency,0,0,9901
2233,notEF,Object Substitution,Fluency,0,129,9901
2234,notEF,Number Letter,Fluency,2,20,9901
2235,notEF,N-back,Fluency,20,1529,9901
2236,notEF,MOT,Fluency,1,1020,9901
2237,notEF,Arithmatic Span,Fluency,0,0,9901
2238,notEF,Sentence Completion,Fluency,24,506,9901
2239,notEF,Automated Operation Span,Fluency,0,17,9901
2240,notEF,Self Control Schedule,Fluency,0,47,9901
2241,notEF,Stroop,Fluency,407,5853,9901
2242,notEF,STOP,Fluency,23,56378,9901
2243,notEF,Verbal Span,Fluency,5,73,9901
2244,notEF,OOO,Fluency,0,154,9901
2245,notEF,Backward Span,Fluency,6,41,9901
2246,notEF,OSpan,Fluency,0,32,9901
2247,notEF,Adaptive N-back,Fluency,0,0,9901
2248,notEF,Spatial Conflict Arrows,Fluency,0,0,9901
2249,notEF,Corsi Block Span,Fluency,0,0,9901
2250,notEF,Analogy Making,Generativity,0,15,350
2251,notEF,Animal Shifting,Generativity,0,0,350
2252,notEF,Anti Saccade,Generativity,0,174,350
2253,notEF,Attentional Blink,Generativity,0,783,350
2254,notEF,Attentional Network,Generativity,0,314,350
2255,notEF,Auditory Attention,Generativity,0,811,350
2256,notEF,Backward Color Recall,Generativity,0,0,350
2257,notEF,Balance Beam,Generativity,0,345,350
2258,notEF,BART,Generativity,0,713,350
2259,notEF,Balloon Analouge Risk Taking,Generativity,0,0,350
2260,notEF,Bear Alligator,Generativity,0,0,350
2261,notEF,Block Design Subtest,Generativity,0,64,350
2262,notEF,Box Crossing Dual,Generativity,0,0,350
2263,notEF,Category Fluency,Generativity,1,513,350
2264,notEF,Category Switch,Generativity,0,3,350
2265,notEF,Cognitive Flexibility,Generativity,3,2008,350
2266,notEF,Color Shape,Generativity,0,78,350
2267,notEF,Contingency Naming,Generativity,0,0,350
2268,notEF,CPT,Generativity,0,12420,350
2269,notEF,Continious Performance Task,Generativity,0,0,350
2270,notEF,AX-CPT,Generativity,0,99,350
2271,notEF,Controlled Attention,Generativity,0,142,350
2272,notEF,Counting Recall,Generativity,0,0,350
2273,notEF,Cued Unpredictable Switch,Generativity,0,0,350
2274,notEF,D2 Target Detection,Generativity,0,0,350
2275,notEF,Degraded Vigilance,Generativity,0,0,350
2276,notEF,Delay Choice,Generativity,0,13,350
2277,notEF,Delay Discounting Task,Generativity,0,368,350
2278,notEF,Delayed Alternation,Generativity,0,441,350
2279,notEF,Digit Shifting,Generativity,0,0,350
2280,notEF,Dimension Switching,Generativity,0,1,350
2281,notEF,DCCS,Generativity,0,263,350
2282,notEF,Dimensional Change Card Sort,Generativity,0,27,350
2283,notEF,Dragon,Generativity,0,1284,350
2284,notEF,Expressive Attention,Generativity,0,0,350
2285,notEF,Flanker,Generativity,0,1512,350
2286,notEF,Flexibility,Generativity,6,68715,350
2287,notEF,Flexible Item Selection,Generativity,0,4,350
2288,notEF,Gift Delay,Generativity,0,1,350
2289,notEF,Gift Wrap,Generativity,0,4,350
2290,notEF,Go/NoGo,Generativity,0,841,350
2291,notEF,TMT,Generativity,1,2747,350
2292,notEF,Trail Making Task,Generativity,0,35,350
2293,notEF,Grass Snow,Generativity,0,1,350
2294,notEF,Hayling Test,Generativity,0,28,350
2295,notEF,Head-Toes-Knees-Shoulders,Generativity,0,6,350
2296,notEF,Incompatibility Test,Generativity,0,13,350
2297,notEF,IGT,Generativity,0,4718,350
2298,notEF,Iowa Gambling Task,Generativity,0,880,350
2299,notEF,Keep Track,Generativity,0,737,350
2300,notEF,Knock and Tap,Generativity,0,0,350
2301,notEF,Letter Fluency,Generativity,0,334,350
2302,notEF,Letter Memory,Generativity,0,36,350
2303,notEF,Letter Monitoring,Generativity,0,19,350
2304,notEF,LNS,Generativity,0,4255,350
2305,notEF,Letter Number Sequencing,Generativity,0,151,350
2306,notEF,Lexical Fluency,Generativity,0,22,350
2307,notEF,Listening Recall,Generativity,0,0,350
2308,notEF,Local Global,Generativity,0,227,350
2309,notEF,Luria Hand Game,Generativity,0,0,350
2310,notEF,MONITOR,Generativity,0,146955,350
2311,notEF,Matrix Monitoring,Generativity,0,0,350
2312,notEF,Mental Counters,Generativity,0,0,350
2313,notEF,Mister X,Generativity,0,0,350
2314,notEF,MCST,Generativity,0,56,350
2315,notEF,Modified Card Sorting Test,Generativity,0,40,350
2316,notEF,More Less Odd Even,Generativity,0,0,350
2317,notEF,Wisconsin Card Sort,Generativity,0,104,350
2318,notEF,Stop Signal,Generativity,0,1684,350
2319,notEF,Complex Span,Generativity,0,160,350
2320,notEF,Pick the Picture,Generativity,0,0,350
2321,notEF,Digit Span,Generativity,0,2660,350
2322,notEF,Random Letter Generation,Generativity,0,17,350
2323,notEF,Snack Delay,Generativity,0,12,350
2324,notEF,Visual Matrix Span,Generativity,0,0,350
2325,notEF,Multiple Object Tracking,Generativity,0,281,350
2326,notEF,Block Span,Generativity,0,19,350
2327,notEF,Pictorial Updating,Generativity,0,0,350
2328,notEF,Nebraska Barnyard,Generativity,0,0,350
2329,notEF,Random Number Generation,Generativity,0,220,350
2330,notEF,Nine Boxes,Generativity,0,3,350
2331,notEF,Shape School,Generativity,0,9,350
2332,notEF,Tower of Hanoi,Generativity,0,147,350
2333,notEF,Verbal Fluency,Generativity,2,4220,350
2334,notEF,Pencil Tapping,Generativity,0,4,350
2335,notEF,WCST,Generativity,0,915,350
2336,notEF,Sorting,Generativity,1,39345,350
2337,notEF,Somethings the Same Game,Generativity,0,0,350
2338,notEF,Running Span,Generativity,0,14,350
2339,notEF,Serial Substraction of Sevens,Generativity,0,0,350
2340,notEF,Reverse Categorization,Generativity,0,2,350
2341,notEF,Tower of London,Generativity,0,314,350
