task,concept,timestamp_ms,task_concept_ef_hits,task_suffixtask_concept_ef_hits,task_suffixtest_concept_ef_hits,task_suffixgame_concept_ef_hits,task_concept_hits,task_suffixtask_concept_hits,task_suffixtest_concept_hits,task_suffixgame_concept_hits,concept_hits,concept_ef_hits,task_hits,task_suffixtask_hits,task_suffixtest_hits,task_suffixgame_hits,task_ef_hits,task_suffixtask_ef_hits,task_suffixgame_ef_hits,task_suffixtest_ef_hits
Counting Recall,Organization,1578886065248,0,0,0,0,0,0,0,0,278008,514,0,0,0,0,0,0,0,0
Counting Recall,Problem Solving,1578886080275,0,0,0,0,0,0,0,0,17666,511,0,0,0,0,0,0,0,0
Counting Recall,Responsive Action,1578886094280,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Counting Recall,Response Conflict,1578886108403,0,0,0,0,0,0,0,0,619,61,0,0,0,0,0,0,0,0
Counting Recall,Reward Processing,1578886122622,0,0,0,0,0,0,0,0,2034,79,0,0,0,0,0,0,0,0
Counting Recall,Self Control,1578886136545,0,0,0,0,0,0,0,0,5575,180,0,0,0,0,0,0,0,0
Counting Recall,Sequencing,1578886150438,0,0,0,0,0,0,0,0,276977,202,0,0,0,0,0,0,0,0
Counting Recall,Shifting,1578886165482,0,0,0,0,0,0,0,0,34148,1189,0,0,0,0,0,0,0,0
Counting Recall,Strategic Retrieval,1578886180341,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0
Counting Recall,Switching,1578886194174,0,0,0,0,0,0,0,0,60109,880,0,0,0,0,0,0,0,0
Counting Recall,Updating,1578886209482,0,0,0,0,0,0,0,0,11598,405,0,0,0,0,0,0,0,0
Counting Recall,Verbal Processing,1578886223482,0,0,0,0,0,0,0,0,316,18,0,0,0,0,0,0,0,0
Counting Recall,Visuospatial Processing,1578886237276,0,0,0,0,0,0,0,0,562,54,0,0,0,0,0,0,0,0
Counting Recall,Volition,1578886251341,0,0,0,0,0,0,0,0,848,19,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Behavioral Control,1578886265354,0,0,0,0,0,0,0,0,2305,61,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Behavioral Regulation,1578886279262,0,0,0,0,0,0,0,0,650,131,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Central Executive,1578886293449,0,0,0,0,0,0,0,0,951,202,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Cognitive Flexibility,1578886307543,0,0,0,0,0,0,0,0,2906,898,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Cognitive Control,1578886321810,0,0,0,0,0,0,0,0,6945,1301,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Inhibition,1578886336124,0,0,0,0,0,0,0,0,850707,2665,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Inference Control,1578886353166,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Response Inhibition,1578886368506,0,0,0,0,0,0,0,0,3940,820,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Working Memory,1578886382710,0,0,0,0,0,0,0,0,30660,4422,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Creativity,1578886397013,0,0,0,0,0,0,0,0,6298,60,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Deductive Reasoning,1578886411360,0,0,0,0,0,0,0,0,390,6,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Dual Task Coordination,1578886425328,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Effective Performance,1578886439175,0,0,0,0,0,0,0,0,471,4,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Emotional Control,1578886453242,0,0,0,0,0,0,0,0,821,119,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Emotional Regulation,1578886467265,0,0,0,0,0,0,0,0,1798,87,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Executive Control,1578886481255,0,0,0,0,0,0,0,0,3581,1413,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Feedback Learning,1578886495698,0,0,0,0,0,0,0,0,132,3,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Fluency,1578886510371,0,0,0,0,0,0,0,0,11727,1826,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Generativity,1578886524577,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Fluid Intelligence,1578886538548,0,0,0,0,0,0,0,0,937,142,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Logical Reasoning,1578886552736,0,0,0,0,0,0,0,0,376,17,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Relational Reasoning,1578886566562,0,0,0,0,0,0,0,0,102,8,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Inhibition Control,1578886580562,0,0,0,0,0,0,0,0,179,24,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Initiation,1578886594545,0,0,0,0,0,0,0,0,225386,342,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Mindfulness,1578886609544,0,0,0,0,0,0,0,0,6934,96,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Motivational Drive,1578886623630,0,0,0,0,0,0,0,0,116,7,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Organization,1578886637610,0,0,0,0,0,0,0,0,278008,514,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Problem Solving,1578886653428,0,0,0,0,0,0,0,0,17666,511,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Responsive Action,1578886667595,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Response Conflict,1578886681461,0,0,0,0,0,0,0,0,619,61,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Reward Processing,1578886699683,0,0,0,0,0,0,0,0,2034,79,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Self Control,1578886714477,0,0,0,0,0,0,0,0,5575,180,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Sequencing,1578905363295,0,0,0,0,0,0,0,0,276977,202,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Shifting,1578905382896,0,0,0,0,0,0,0,0,34148,1189,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Strategic Retrieval,1578905397549,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Switching,1578905411762,0,0,0,0,0,0,0,0,60109,880,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Updating,1578905426961,0,0,0,0,0,0,0,0,11598,405,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Verbal Processing,1578905440968,0,0,0,0,0,0,0,0,316,18,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Visuospatial Processing,1578905454943,0,0,0,0,0,0,0,0,562,54,0,0,0,0,0,0,0,0
Cued Unpredictable Switch,Volition,1578905468777,0,0,0,0,0,0,0,0,848,19,0,0,0,0,0,0,0,0
D2 Target Detection,Behavioral Control,1578905482744,0,0,0,0,0,0,0,0,2305,61,0,0,0,0,0,0,0,0
D2 Target Detection,Behavioral Regulation,1578905496716,0,0,0,0,0,0,0,0,650,131,0,0,0,0,0,0,0,0
D2 Target Detection,Central Executive,1578905510652,0,0,0,0,0,0,0,0,951,202,0,0,0,0,0,0,0,0
D2 Target Detection,Cognitive Flexibility,1578905524556,0,0,0,0,0,0,0,0,2906,898,0,0,0,0,0,0,0,0
D2 Target Detection,Cognitive Control,1578905538446,0,0,0,0,0,0,0,0,6945,1301,0,0,0,0,0,0,0,0
D2 Target Detection,Inhibition,1578905552491,0,0,0,0,0,0,0,0,850707,2665,0,0,0,0,0,0,0,0
D2 Target Detection,Inference Control,1578905569459,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
D2 Target Detection,Response Inhibition,1578905583305,0,0,0,0,0,0,0,0,3940,820,0,0,0,0,0,0,0,0
D2 Target Detection,Working Memory,1578905597266,0,0,0,0,0,0,0,0,30660,4422,0,0,0,0,0,0,0,0
D2 Target Detection,Creativity,1578905611560,0,0,0,0,0,0,0,0,6298,60,0,0,0,0,0,0,0,0
D2 Target Detection,Deductive Reasoning,1578905625454,0,0,0,0,0,0,0,0,390,6,0,0,0,0,0,0,0,0
D2 Target Detection,Dual Task Coordination,1578905639267,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0
D2 Target Detection,Effective Performance,1578905653117,0,0,0,0,0,0,0,0,471,4,0,0,0,0,0,0,0,0
D2 Target Detection,Emotional Control,1578905667067,0,0,0,0,0,0,0,0,821,119,0,0,0,0,0,0,0,0
D2 Target Detection,Emotional Regulation,1578905680862,0,0,0,0,0,0,0,0,1798,87,0,0,0,0,0,0,0,0
D2 Target Detection,Executive Control,1578905694998,0,0,0,0,0,0,0,0,3581,1413,0,0,0,0,0,0,0,0
D2 Target Detection,Feedback Learning,1578905709012,0,0,0,0,0,0,0,0,132,3,0,0,0,0,0,0,0,0
D2 Target Detection,Fluency,1578905724028,0,0,0,0,0,0,0,0,11727,1826,0,0,0,0,0,0,0,0
D2 Target Detection,Generativity,1578905738175,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0
D2 Target Detection,Fluid Intelligence,1578905752181,0,0,0,0,0,0,0,0,937,142,0,0,0,0,0,0,0,0
D2 Target Detection,Logical Reasoning,1578905766126,0,0,0,0,0,0,0,0,376,17,0,0,0,0,0,0,0,0
D2 Target Detection,Relational Reasoning,1578905779981,0,0,0,0,0,0,0,0,102,8,0,0,0,0,0,0,0,0
D2 Target Detection,Inhibition Control,1578905794099,0,0,0,0,0,0,0,0,179,24,0,0,0,0,0,0,0,0
D2 Target Detection,Initiation,1578905808112,0,0,0,0,0,0,0,0,225386,342,0,0,0,0,0,0,0,0
D2 Target Detection,Mindfulness,1578905822976,0,0,0,0,0,0,0,0,6934,96,0,0,0,0,0,0,0,0
D2 Target Detection,Motivational Drive,1578905837250,0,0,0,0,0,0,0,0,116,7,0,0,0,0,0,0,0,0
D2 Target Detection,Organization,1578905851147,0,0,0,0,0,0,0,0,278008,514,0,0,0,0,0,0,0,0
D2 Target Detection,Problem Solving,1578905866179,0,0,0,0,0,0,0,0,17666,511,0,0,0,0,0,0,0,0
D2 Target Detection,Responsive Action,1578905880307,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
D2 Target Detection,Response Conflict,1578905894073,0,0,0,0,0,0,0,0,619,61,0,0,0,0,0,0,0,0
D2 Target Detection,Reward Processing,1578905907983,0,0,0,0,0,0,0,0,2034,79,0,0,0,0,0,0,0,0
D2 Target Detection,Self Control,1578905922046,0,0,0,0,0,0,0,0,5575,180,0,0,0,0,0,0,0,0
D2 Target Detection,Sequencing,1578905935991,0,0,0,0,0,0,0,0,276977,202,0,0,0,0,0,0,0,0
D2 Target Detection,Shifting,1578905950840,0,0,0,0,0,0,0,0,34148,1189,0,0,0,0,0,0,0,0
D2 Target Detection,Strategic Retrieval,1578905965200,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0
D2 Target Detection,Switching,1578905979080,0,0,0,0,0,0,0,0,60109,880,0,0,0,0,0,0,0,0
D2 Target Detection,Updating,1578905993486,0,0,0,0,0,0,0,0,11598,405,0,0,0,0,0,0,0,0
D2 Target Detection,Verbal Processing,1578906025207,0,0,0,0,0,0,0,0,316,18,0,0,0,0,0,0,0,0
D2 Target Detection,Visuospatial Processing,1578906040858,0,0,0,0,0,0,0,0,562,54,0,0,0,0,0,0,0,0
D2 Target Detection,Volition,1578906056003,0,0,0,0,0,0,0,0,848,19,0,0,0,0,0,0,0,0
Degraded Vigilance,Behavioral Control,1578906102390,0,0,0,0,0,0,0,0,2305,61,0,0,0,0,0,0,0,0
Degraded Vigilance,Behavioral Regulation,1578906116994,0,0,0,0,0,0,0,0,650,131,0,0,0,0,0,0,0,0
Degraded Vigilance,Central Executive,1578906133284,0,0,0,0,0,0,0,0,951,202,0,0,0,0,0,0,0,0
Degraded Vigilance,Cognitive Flexibility,1578906147368,0,0,0,0,0,0,0,0,2906,898,0,0,0,0,0,0,0,0
Degraded Vigilance,Cognitive Control,1578906161333,0,0,0,0,0,0,0,0,6945,1301,0,0,0,0,0,0,0,0
Degraded Vigilance,Inhibition,1578906176117,0,0,0,0,0,0,0,0,850707,2665,0,0,0,0,0,0,0,0
Degraded Vigilance,Inference Control,1578906193768,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Degraded Vigilance,Response Inhibition,1578906208164,0,0,0,0,0,0,0,0,3940,820,0,0,0,0,0,0,0,0
Degraded Vigilance,Working Memory,1578906222162,0,0,0,0,0,0,0,0,30660,4422,0,0,0,0,0,0,0,0
Degraded Vigilance,Creativity,1578906236759,0,0,0,0,0,0,0,0,6298,60,0,0,0,0,0,0,0,0
Degraded Vigilance,Deductive Reasoning,1578906251615,0,0,0,0,0,0,0,0,390,6,0,0,0,0,0,0,0,0
Degraded Vigilance,Dual Task Coordination,1578906265515,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0
Degraded Vigilance,Effective Performance,1578906279532,0,0,0,0,0,0,0,0,471,4,0,0,0,0,0,0,0,0
Degraded Vigilance,Emotional Control,1578906293462,0,0,0,0,0,0,0,0,821,119,0,0,0,0,0,0,0,0
Degraded Vigilance,Emotional Regulation,1578906307352,0,0,0,0,0,0,0,0,1798,87,0,0,0,0,0,0,0,0
Degraded Vigilance,Executive Control,1578906321155,0,0,0,0,0,0,0,0,3581,1413,0,0,0,0,0,0,0,0
Degraded Vigilance,Feedback Learning,1578906335085,0,0,0,0,0,0,0,0,132,3,0,0,0,0,0,0,0,0
Degraded Vigilance,Fluency,1578906348993,0,0,0,0,0,0,0,0,11727,1826,0,0,0,0,0,0,0,0
Degraded Vigilance,Generativity,1578906362947,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0
Degraded Vigilance,Fluid Intelligence,1578906376786,0,0,0,0,0,0,0,0,937,142,0,0,0,0,0,0,0,0
Degraded Vigilance,Logical Reasoning,1578906391042,0,0,0,0,0,0,0,0,376,17,0,0,0,0,0,0,0,0
Degraded Vigilance,Relational Reasoning,1578906405263,0,0,0,0,0,0,0,0,102,8,0,0,0,0,0,0,0,0
Degraded Vigilance,Inhibition Control,1578906419019,0,0,0,0,0,0,0,0,179,24,0,0,0,0,0,0,0,0
Degraded Vigilance,Initiation,1578906433104,0,0,0,0,0,0,0,0,225386,342,0,0,0,0,0,0,0,0
Degraded Vigilance,Mindfulness,1578906447876,0,0,0,0,0,0,0,0,6934,96,0,0,0,0,0,0,0,0
Degraded Vigilance,Motivational Drive,1578906461794,0,0,0,0,0,0,0,0,116,7,0,0,0,0,0,0,0,0
Degraded Vigilance,Organization,1578906476735,0,0,0,0,0,0,0,0,278008,514,0,0,0,0,0,0,0,0
Degraded Vigilance,Problem Solving,1578906493552,0,0,0,0,0,0,0,0,17666,511,0,0,0,0,0,0,0,0
Degraded Vigilance,Responsive Action,1578906507564,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Degraded Vigilance,Response Conflict,1578906521299,0,0,0,0,0,0,0,0,619,61,0,0,0,0,0,0,0,0
Degraded Vigilance,Reward Processing,1578906535333,0,0,0,0,0,0,0,0,2034,79,0,0,0,0,0,0,0,0
Degraded Vigilance,Self Control,1578906549107,0,0,0,0,0,0,0,0,5575,180,0,0,0,0,0,0,0,0
Degraded Vigilance,Sequencing,1578906562912,0,0,0,0,0,0,0,0,276977,202,0,0,0,0,0,0,0,0
Degraded Vigilance,Shifting,1578906578154,0,0,0,0,0,0,0,0,34148,1189,0,0,0,0,0,0,0,0
Degraded Vigilance,Strategic Retrieval,1578906592154,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0
Degraded Vigilance,Switching,1578906605957,0,0,0,0,0,0,0,0,60109,880,0,0,0,0,0,0,0,0
Degraded Vigilance,Updating,1578906620327,0,0,0,0,0,0,0,0,11598,405,0,0,0,0,0,0,0,0
Degraded Vigilance,Verbal Processing,1578906634288,0,0,0,0,0,0,0,0,316,18,0,0,0,0,0,0,0,0
Degraded Vigilance,Visuospatial Processing,1578906648094,0,0,0,0,0,0,0,0,562,54,0,0,0,0,0,0,0,0
Degraded Vigilance,Volition,1578906661976,0,0,0,0,0,0,0,0,848,19,0,0,0,0,0,0,0,0
Delay Choice,Behavioral Control,1578906675761,0,0,0,0,0,0,0,0,2305,61,15,7,0,0,2,1,0,0
Delay Choice,Behavioral Regulation,1578906689605,0,0,0,0,0,0,0,0,650,131,15,7,0,0,2,1,0,0
Delay Choice,Central Executive,1578906703540,0,0,0,0,0,0,0,0,951,202,15,7,0,0,2,1,0,0
Delay Choice,Cognitive Flexibility,1578906717370,0,0,0,0,0,0,0,0,2906,898,15,7,0,0,2,1,0,0
Delay Choice,Cognitive Control,1578906731293,0,0,0,0,0,0,0,0,6945,1301,15,7,0,0,2,1,0,0
Delay Choice,Inhibition,1578906745388,1,1,0,0,3,1,0,0,850707,2665,15,7,0,0,2,1,0,0
Delay Choice,Inference Control,1578906762268,0,0,0,0,0,0,0,0,3,1,15,7,0,0,2,1,0,0
Delay Choice,Response Inhibition,1578906776138,0,0,0,0,0,0,0,0,3940,820,15,7,0,0,2,1,0,0
Delay Choice,Working Memory,1578906791745,0,0,0,0,0,0,0,0,30660,4422,15,7,0,0,2,1,0,0
Delay Choice,Creativity,1578906806000,0,0,0,0,0,0,0,0,6298,60,15,7,0,0,2,1,0,0
Delay Choice,Deductive Reasoning,1578906820088,0,0,0,0,0,0,0,0,390,6,15,7,0,0,2,1,0,0
Delay Choice,Dual Task Coordination,1578906833955,0,0,0,0,0,0,0,0,29,4,15,7,0,0,2,1,0,0
Delay Choice,Effective Performance,1578906847691,0,0,0,0,0,0,0,0,471,4,15,7,0,0,2,1,0,0
Delay Choice,Emotional Control,1578906861949,0,0,0,0,0,0,0,0,821,119,15,7,0,0,2,1,0,0
Delay Choice,Emotional Regulation,1578906875836,0,0,0,0,0,0,0,0,1798,87,15,7,0,0,2,1,0,0
Delay Choice,Executive Control,1578906889740,1,0,0,0,1,0,0,0,3581,1413,15,7,0,0,2,1,0,0
Delay Choice,Feedback Learning,1578906903837,0,0,0,0,0,0,0,0,132,3,15,7,0,0,2,1,0,0
Delay Choice,Fluency,1578906917710,0,0,0,0,0,0,0,0,11727,1826,15,7,0,0,2,1,0,0
Delay Choice,Generativity,1578906931877,0,0,0,0,0,0,0,0,375,25,15,7,0,0,2,1,0,0
Delay Choice,Fluid Intelligence,1578906945693,0,0,0,0,0,0,0,0,937,142,15,7,0,0,2,1,0,0
Delay Choice,Logical Reasoning,1578906959637,0,0,0,0,0,0,0,0,376,17,15,7,0,0,2,1,0,0
Delay Choice,Relational Reasoning,1578906975915,0,0,0,0,0,0,0,0,102,8,15,7,0,0,2,1,0,0
Delay Choice,Inhibition Control,1578906989898,0,0,0,0,0,0,0,0,179,24,15,7,0,0,2,1,0,0
Delay Choice,Initiation,1578907003729,0,0,0,0,0,0,0,0,225386,342,15,7,0,0,2,1,0,0
Delay Choice,Mindfulness,1578907020674,0,0,0,0,0,0,0,0,6934,96,15,7,0,0,2,1,0,0
Delay Choice,Motivational Drive,1578907034585,0,0,0,0,0,0,0,0,116,7,15,7,0,0,2,1,0,0
Delay Choice,Organization,1578907048371,0,0,0,0,0,0,0,0,278008,514,15,7,0,0,2,1,0,0
Delay Choice,Problem Solving,1578907063484,0,0,0,0,0,0,0,0,17666,511,15,7,0,0,2,1,0,0
Delay Choice,Responsive Action,1578907077555,0,0,0,0,0,0,0,0,27,0,15,7,0,0,2,1,0,0
Delay Choice,Response Conflict,1578907091818,0,0,0,0,0,0,0,0,619,61,15,7,0,0,2,1,0,0
Delay Choice,Reward Processing,1578907105561,0,0,0,0,0,0,0,0,2034,79,15,7,0,0,2,1,0,0
Delay Choice,Self Control,1578907119390,1,1,0,0,6,5,0,0,5575,180,15,7,0,0,2,1,0,0
Delay Choice,Sequencing,1578907135053,0,0,0,0,0,0,0,0,276977,202,15,7,0,0,2,1,0,0
Delay Choice,Shifting,1578907149975,0,0,0,0,0,0,0,0,34148,1189,15,7,0,0,2,1,0,0
Delay Choice,Strategic Retrieval,1578907163978,0,0,0,0,0,0,0,0,86,14,15,7,0,0,2,1,0,0
Delay Choice,Switching,1578907178043,0,0,0,0,0,0,0,0,60109,880,15,7,0,0,2,1,0,0
Delay Choice,Updating,1578907192343,0,0,0,0,0,0,0,0,11598,405,15,7,0,0,2,1,0,0
Delay Choice,Verbal Processing,1578907206600,0,0,0,0,0,0,0,0,316,18,15,7,0,0,2,1,0,0
Delay Choice,Visuospatial Processing,1578910240833,0,0,0,0,0,0,0,0,562,54,15,7,0,0,2,1,0,0
Delay Choice,Volition,1578910255467,0,0,0,0,0,0,0,0,848,19,15,7,0,0,2,1,0,0
Delay Discounting Task,Behavioral Control,1578910272931,0,0,0,0,3,0,0,0,2305,61,387,0,0,0,19,0,0,0
Delay Discounting Task,Behavioral Regulation,1578910287612,0,0,0,0,1,0,0,0,650,131,387,0,0,0,19,0,0,0
Delay Discounting Task,Central Executive,1578910316475,1,0,0,0,1,0,0,0,951,202,387,0,0,0,19,0,0,0
Delay Discounting Task,Cognitive Flexibility,1578910331276,1,0,0,0,1,0,0,0,2906,898,387,0,0,0,19,0,0,0
Delay Discounting Task,Cognitive Control,1578910346359,1,0,0,0,11,0,0,0,6945,1301,387,0,0,0,19,0,0,0
Delay Discounting Task,Inhibition,1578911809660,2,0,0,0,31,0,0,0,850706,2665,387,0,0,0,19,0,0,0
Delay Discounting Task,Inference Control,1578911830209,0,0,0,0,0,0,0,0,3,1,387,0,0,0,19,0,0,0
Delay Discounting Task,Response Inhibition,1578911847673,2,0,0,0,15,0,0,0,3940,820,387,0,0,0,19,0,0,0
Delay Discounting Task,Working Memory,1578911863972,5,0,0,0,12,0,0,0,30660,4422,387,0,0,0,19,0,0,0
Delay Discounting Task,Creativity,1578911879072,0,0,0,0,0,0,0,0,6298,60,387,0,0,0,19,0,0,0
Delay Discounting Task,Deductive Reasoning,1578911894332,0,0,0,0,0,0,0,0,390,6,387,0,0,0,19,0,0,0
Delay Discounting Task,Dual Task Coordination,1578911909266,0,0,0,0,0,0,0,0,29,4,387,0,0,0,19,0,0,0
Delay Discounting Task,Effective Performance,1578911923751,0,0,0,0,0,0,0,0,471,4,387,0,0,0,19,0,0,0
Delay Discounting Task,Emotional Control,1578912349895,0,0,0,0,1,0,0,0,821,119,387,0,0,0,19,0,0,0
Delay Discounting Task,Emotional Regulation,1578912366675,0,0,0,0,0,0,0,0,1798,87,387,0,0,0,19,0,0,0
Delay Discounting Task,Executive Control,1578912383222,2,0,0,0,3,0,0,0,3581,1413,387,0,0,0,19,0,0,0
Delay Discounting Task,Feedback Learning,1578912399529,0,0,0,0,0,0,0,0,132,3,387,0,0,0,19,0,0,0
Delay Discounting Task,Fluency,1578912414616,1,0,0,0,1,0,0,0,11727,1826,387,0,0,0,19,0,0,0
Delay Discounting Task,Generativity,1578912429638,0,0,0,0,0,0,0,0,375,25,387,0,0,0,19,0,0,0
Delay Discounting Task,Fluid Intelligence,1578912444502,0,0,0,0,0,0,0,0,937,142,387,0,0,0,19,0,0,0
Delay Discounting Task,Logical Reasoning,1578912459037,0,0,0,0,0,0,0,0,376,17,387,0,0,0,19,0,0,0
Delay Discounting Task,Relational Reasoning,1578912479664,0,0,0,0,0,0,0,0,102,8,387,0,0,0,19,0,0,0
Delay Discounting Task,Inhibition Control,1578912494202,0,0,0,0,0,0,0,0,179,24,387,0,0,0,19,0,0,0
Delay Discounting Task,Initiation,1578912508704,0,0,0,0,6,0,0,0,225387,342,387,0,0,0,19,0,0,0
Delay Discounting Task,Mindfulness,1578912525558,0,0,0,0,0,0,0,0,6934,96,387,0,0,0,19,0,0,0
Delay Discounting Task,Motivational Drive,1578912540554,0,0,0,0,0,0,0,0,116,7,387,0,0,0,19,0,0,0
Delay Discounting Task,Organization,1578912561170,0,0,0,0,4,0,0,0,278008,514,387,0,0,0,19,0,0,0
Delay Discounting Task,Problem Solving,1578912578365,0,0,0,0,1,0,0,0,17666,511,387,0,0,0,19,0,0,0
Delay Discounting Task,Responsive Action,1578912593045,0,0,0,0,0,0,0,0,27,0,387,0,0,0,19,0,0,0
Delay Discounting Task,Response Conflict,1578912607453,0,0,0,0,0,0,0,0,619,61,387,0,0,0,19,0,0,0
Delay Discounting Task,Reward Processing,1578912628883,1,0,0,0,9,0,0,0,2034,79,387,0,0,0,19,0,0,0
Delay Discounting Task,Self Control,1578926677567,0,0,0,0,12,0,0,0
Delay Discounting Task,Sequencing,1578926683826,0,0,0,0,0,0,0,0
Delay Discounting Task,Shifting,1578926690145,3,0,0,0,6,0,0,0
Delay Discounting Task,Strategic Retrieval,1578926696434,0,0,0,0,0,0,0,0
Delay Discounting Task,Switching,1578926703841,0,0,0,0,0,0,0,0
Delay Discounting Task,Updating,1578926711194,0,0,0,0,0,0,0,0
Delay Discounting Task,Verbal Processing,1578926717702,0,0,0,0,0,0,0,0
Delay Discounting Task,Visuospatial Processing,1578926724127,0,0,0,0,0,0,0,0
Delay Discounting Task,Volition,1578926730595,0,0,0,0,0,0,0,0
Delayed Alternation,Behavioral Control,1578926737049,0,0,0,0,0,0,0,0
Delayed Alternation,Behavioral Regulation,1578926744531,0,0,0,0,0,0,0,0
Delayed Alternation,Central Executive,1578926751453,0,0,0,0,0,0,0,0
Delayed Alternation,Cognitive Flexibility,1578926757856,1,0,0,0,3,1,0,0
Delayed Alternation,Cognitive Control,1578926764255,0,0,0,0,1,0,0,0
Delayed Alternation,Inhibition,1578926770653,1,1,0,0,43,16,2,0
Delayed Alternation,Inference Control,1578926777035,0,0,0,0,0,0,0,0
Delayed Alternation,Response Inhibition,1578926783459,0,0,0,0,5,1,0,0
Delayed Alternation,Working Memory,1578926789902,1,0,0,0,142,73,5,0
Delayed Alternation,Creativity,1578926796393,0,0,0,0,0,0,0,0
Delayed Alternation,Deductive Reasoning,1578926803380,0,0,0,0,0,0,0,0
Delayed Alternation,Dual Task Coordination,1578926809847,0,0,0,0,0,0,0,0
Delayed Alternation,Effective Performance,1578926817301,0,0,0,0,0,0,0,0
Delayed Alternation,Emotional Control,1578926823724,0,0,0,0,0,0,0,0
Delayed Alternation,Emotional Regulation,1578926830148,0,0,0,0,0,0,0,0
Delayed Alternation,Executive Control,1578926836623,1,0,0,0,4,1,0,0
Delayed Alternation,Feedback Learning,1578926843110,0,0,0,0,0,0,0,0
Delayed Alternation,Fluency,1578926849622,0,0,0,0,0,0,0,0
Delayed Alternation,Generativity,1578926856003,0,0,0,0,0,0,0,0
Delayed Alternation,Fluid Intelligence,1578926862456,0,0,0,0,0,0,0,0
Delayed Alternation,Logical Reasoning,1578926868898,0,0,0,0,0,0,0,0
Delayed Alternation,Relational Reasoning,1578926875391,0,0,0,0,0,0,0,0
Delayed Alternation,Inhibition Control,1578926881872,0,0,0,0,0,0,0,0
Delayed Alternation,Initiation,1578926888241,0,0,0,0,5,3,0,0
Delayed Alternation,Mindfulness,1578926894709,0,0,0,0,0,0,0,0
Delayed Alternation,Motivational Drive,1578926901127,0,0,0,0,0,0,0,0
Delayed Alternation,Organization,1578926909628,0,0,0,0,4,1,0,0
Delayed Alternation,Problem Solving,1578926916180,1,0,0,0,2,0,0,0
Delayed Alternation,Responsive Action,1578926923445,0,0,0,0,0,0,0,0
Delayed Alternation,Response Conflict,1578926930236,0,0,0,0,0,0,0,0
Delayed Alternation,Reward Processing,1578926936625,0,0,0,0,0,0,0,0
Delayed Alternation,Self Control,1578926944183,0,0,0,0,1,0,0,0
